name	female_count	male_count
aelish	5	0
aelita	18	0
aella	89	0
aelred	0	28
aelyn	108	0
aelynn	13	0
aemelia	6	0
aemilia	100	0
aemon	0	51
aenea	12	0
aeneas	0	343
aengus	0	144
aeon	65	84
aeona	7	0
aeowyn	22	0
aerabella	213	0
aeralyn	70	0
aeralynn	31	0
aeri	5	0
aerial	1863	6
aerian	0	5
aeriana	386	0
aerianna	356	0
aeric	0	108
aerica	87	0
aerick	0	49
aericka	5	0
aerie	91	0
aeriel	753	0
aeriela	1	0
aeriell	31	0
aeriella	28	0
aerielle	195	0
aeries	10	0
aerik	0	75
aerika	80	0
aerilyn	202	0
aerilynn	54	0
aerin	726	16
aerion	24	114
aeriona	46	0
aerionna	123	0
aeris	1196	6
aeriss	5	0
aerith	226	0
aerius	0	7
aero	33	160
aeron	65	548
aerowyn	11	0
aeryal	24	0
aeryana	12	0
aeryanna	18	0
aeryk	0	53
aeryn	940	24
aeryona	5	0
aesa	10	0
aesha	619	0
aeshia	7	0
aeson	0	303
aesop	0	24
aethan	0	44
aetna	5	0
aeva	413	0
aevah	48	0
aevin	0	22
aevry	5	0
aevyn	5	0
aeyden	0	13
aeyla	11	0
afa	0	5
afaf	36	0
afeef	0	11
afeni	31	0
aferdita	6	0
affaan	0	5
affan	0	276
affie	60	0
affinity	5	0
afi	52	0
afia	421	0
afif	0	10
afifa	69	0
afifah	15	0
afina	10	0
afiya	236	0
afiyah	24	0
afnan	372	88
afolabi	0	25
afomia	81	0
afonso	0	5
afra	140	0
afrah	184	0
afraz	0	42
afred	0	6
afreen	191	0
africa	960	0
africia	5	0
afrika	239	0
afrim	0	10
afrin	30	0
afrodita	16	0
afsa	51	0
afsana	103	0
afsaneh	17	0
afshan	41	0
afsheen	100	15
afshin	0	52
aftab	0	20
aftan	109	0
aften	102	0
aftin	61	0
afton	4616	741
aftyn	195	0
afua	200	0
afzal	0	14
ag	1	0
agace	1	0
agam	90	170
agamemnon	0	1
agamjot	0	40
agamveer	0	12
agape	57	15
agapita	304	0
agapito	0	1508
agassi	0	6
agasthya	0	43
agastya	0	430
agata	321	0
agatha	8494	0
agathe	26	0
agda	52	0
agee	0	38
agel	0	5
agela	6	0
ageliki	11	0
agena	15	0
agent	0	5
aggeliki	5	0
aggi	1	0
aggie	1447	30
aggy	1	0
agha	0	11
agigail	21	0
agila	11	0
agim	0	27
aginah	6	0
aglae	7	0
aglaia	6	0
agna	7	0
agneda	5	0
agnella	13	0
agnes	157559	465
agnesa	5	0
agnese	16	0
agness	747	0
agnessa	6	0
agnesse	1	0
agneta	5	0
agnew	0	35
agnieszka	226	0
agnita	30	0
agnola	1	0
agnus	10	0
agostina	17	0
agostino	0	528
agretha	1	0
agrim	0	24
agrima	13	0
agripina	184	0
agripino	0	6
agron	0	133
agueda	232	0
aguinaldo	0	1
agusta	251	12
aguste	0	1
agustin	21	14293
agustina	1513	0
agustine	0	504
agustus	0	370
agustya	0	7
ah	21	74
ahaan	0	312
ahaana	66	0
ahad	0	430
ahadu	0	41
ahalya	6	0
ahamad	0	35
ahamed	0	63
ahan	0	171
ahana	549	0
ahanna	0	5
ahanu	0	11
aharon	0	1848
aharshi	0	5
ahava	217	0
ahavah	15	0
ahaziah	0	5
ahbleza	0	6
ahbree	10	0
ahdia	14	0
aheli	5	0
ahian	0	6
ahijah	0	72
ahil	0	25
ahilyn	102	0
ahinara	9	0
ahir	0	5
ahisha	16	0
ahitana	14	0
ahja	107	0
ahjah	49	0
ahjahnae	5	0
ahjanae	136	0
ahjanay	17	0
ahkai	0	13
ahkari	0	5
ahkeel	0	6
ahkeelah	6	0
ahkeem	0	313
ahkil	0	5
ahking	0	22
ahlaam	22	0
ahlai	12	0
ahlam	718	0
ahlana	175	0
ahlani	127	0
ahlanie	10	0
ahlanna	35	0
ahlaya	131	0
ahlayah	93	0
ahlayla	16	0
ahlayna	19	0
ahlaysia	10	0
ahlea	32	0
ahleah	100	0
ahleena	28	0
ahleeyah	5	0
ahleigha	12	0
ahlena	11	0
ahlexis	24	0
ahlexus	13	0
ahley	53	0
ahlia	141	0
ahliana	22	0
ahlias	0	32
ahlijah	0	46
ahlina	52	0
ahlivia	83	0
ahliya	70	0
ahliyah	234	0
ahlona	5	0
ahlyana	5	0
ahlyssa	37	0
ahlyvia	5	0
ahmaad	0	366
ahmad	18	16423
ahmadou	0	102
ahmaj	0	10
ahman	0	203
ahmand	0	15
ahmani	384	67
ahmar	0	175
ahmara	12	0
ahmare	0	23
ahmari	324	807
ahmaria	33	0
ahmarie	14	0
ahmarion	0	75
ahmarria	5	0
ahmaud	0	194
ahmauri	0	15
ahmaya	174	0
ahmed	0	13256
ahmednur	0	6
ahmeer	0	56
ahmeir	0	45
ahmer	0	43
ahmere	0	158
ahmet	0	517
ahmi	5	38
ahmia	116	0
ahmiah	28	0
ahmid	0	7
ahmier	0	46
ahmik	0	12
ahmina	33	0
ahmir	5	1831
ahmira	86	0
ahmiracle	37	0
ahmirah	33	0
ahmire	0	29
ahmiya	168	0
ahmiyah	177	0
ahmod	0	196
ahmon	0	175
ahmond	0	20
ahmoni	56	0
ahmonie	5	0
ahmora	6	0
ahmya	516	0
ahmyah	77	0
ahmyiah	12	0
ahmyra	22	0
ahna	949	0
ahnaf	0	243
ahnah	5	0
ahnalee	18	0
ahnaleigh	10	0
ahnalia	12	0
ahnalise	12	0
ahnari	5	0
ahnaya	16	0
ahnesti	71	0
ahnesty	75	0
ahni	86	0
ahnia	28	0
ahniah	12	0
ahnika	228	0
ahnisty	6	0
ahniya	308	0
ahniyah	261	0
ahniyla	10	0
ahnjayla	7	0
ahnna	206	0
ahnya	155	0
ahnyah	56	0
ahnyia	5	0
ahnyla	72	0
ahnylah	17	0
ahona	5	0
ahonesti	23	0
ahonesty	61	0
ahrayah	6	0
ahreanna	5	0
ahren	0	851
ahri	139	0
ahria	97	0
ahriah	12	0
ahrian	0	9
ahriana	164	0
ahrianna	182	0
ahriel	14	0
ahriya	44	0
ahriyah	57	0
ahron	0	823
ahrya	18	0
ahsaki	34	0
ahsan	0	520
ahsen	0	6
ahsha	118	0
ahshanti	5	0
ahsia	12	0
ahsir	0	12
ahslee	31	0
ahsley	1189	0
ahsoka	15	0
ahti	0	13
ahtyana	5	0
ahtziri	1076	0
ahtziry	287	0
ahuva	1144	0
ahva	19	0
ahviana	5	0
ahvianna	5	0
ahyaan	0	5
ahyan	0	151
ahyana	86	0
ahyanna	53	0
ahylin	13	0
ahyonna	5	0
ahzab	0	11
ahzaria	43	0
ahzariah	9	0
ahzhane	5	0
ahzir	0	26
ahziyah	12	0
ai	357	11
aia	20	0
aiah	18	0
aian	0	5
aiana	148	0
aianna	59	0
aibel	0	6
aibhilin	11	0
aibhlinn	111	0
aibileen	6	0
aicen	0	5
aicha	761	0
aichatou	28	0
aicia	47	0
aida	12149	5
aidah	100	0
aidaliz	20	0
aidaly	72	0
aidalyn	18	0
aidan	2603	106525
aidana	44	0
aidanjames	0	6
aidanjohn	0	5
aidann	0	10
aidar	0	5
aiddan	0	17
aidden	0	293
aide	1882	0
aidean	0	23
aided	7	0
aidee	690	0
aideen	108	39
aidel	224	0
aidelis	12	0
aideliz	114	0
aidelyn	32	0
aiden	1818	183703
aidenjames	0	72
aidenjoseph	0	5
aidenmatthew	0	5
aidenmichael	0	6
aidenn	0	173
aidet	5	0
aideth	10	0
aideyn	0	14
aidia	39	0
aidian	0	146
aidien	0	5
aidin	12	619
aidon	0	452
aidrian	0	53
aidrianna	5	0
aidric	0	369
aidrick	0	14
aidrik	0	25
aidsa	30	0
aidy	36	0
aidyen	0	5
aidyn	709	3337
aidynn	64	74
aiedan	0	5
aieden	0	12
aiesha	1253	0
aieshia	5	0
aigne	9	0
aigneis	1	0
aigner	242	0
aiham	0	5
aiiden	0	45
aija	368	0
aijah	322	0
aijahlon	0	5
aijalon	95	102
aijha	5	0
aika	179	0
aikeem	0	95
aiken	0	240
aiker	0	6
aiko	1300	0
aila	1538	0
ailah	126	0
ailaina	20	0
ailan	0	15
ailana	125	0
ailani	1755	0
ailanie	50	0
ailanny	13	0
ailany	393	0
aile	48	0
ailea	88	0
aileah	51	0
ailean	22	0
aileana	48	0
ailed	242	0
ailee	507	0
aileen	33954	5
aileena	92	0
aileene	375	0
aileigh	10	0
ailen	258	0
ailena	20	0
ailene	2108	0
aileny	10	0
ailet	6	0
aileth	36	0
ailey	722	0
aili	1096	0
ailia	50	0
ailiana	5	0
ailie	338	0
ailin	904	5
ailina	18	0
ailine	87	0
ailis	162	0
ailisa	12	0
ailise	6	0
ailish	492	0
ailiyah	10	0
ailleen	21	0
aillene	5	0
ailsa	484	0
ailton	0	62
aily	132	0
ailyah	6	0
ailyn	3011	0
ailyne	59	0
ailynn	353	0
aima	84	0
aimal	0	6
aiman	93	283
aimani	5	0
aimar	122	138
aimara	12	0
aime	1683	474
aimee	53159	78
aimen	41	26
aimi	132	0
aimie	548	0
aimil	1	0
aimme	26	0
aimo	0	10
aimon	0	46
aimsley	27	0
aimy	234	0
ain	23	0
aina	439	0
ainara	296	0
aindrea	16	0
aine	1262	0
ainesh	0	11
ainhara	17	0
ainhoa	152	0
aini	5	0
ainka	6	0
aino	87	0
ainslee	1059	0
ainslei	5	0
ainsleigh	429	0
ainsley	14265	362
ainslie	484	0
ainsly	5	0
ainsworth	0	5
ainzlee	28	0
ainzley	32	0
aiona	5	0
aionna	12	0
aira	301	0
airabella	267	0
airabelle	11	0
airah	24	0
airalyn	36	0
airalynn	37	0
airam	713	115
airan	0	5
airanna	64	0
aire	5	0
aireal	252	0
aireana	205	0
aireanna	309	0
aireka	5	0
airel	272	0
airelle	233	0
airen	135	114
aireon	5	60
aireona	212	0
aireonna	179	0
aires	7	25
airess	20	0
aireyana	14	0
airi	189	0
airial	20	0
airian	5	0
airiana	540	0
airianna	509	0
airic	0	32
airica	141	0
airick	0	21
airicka	13	0
airiel	145	0
airielle	44	0
airik	0	64
airika	173	0
airin	31	5
airion	0	18
airiona	5	0
airionna	35	0
airis	105	11
airius	0	5
airlene	5	0
airlie	58	0
airon	5	183
airrion	0	78
airron	0	5
airyana	216	0
airyanna	248	0
airyn	99	5
airyona	5	0
airyonna	61	0
airys	5	0
aisa	487	5
aisah	10	0
aisaiah	0	19
aisatou	33	0
aisea	0	78
aisen	0	46
aisha	20703	27
aishah	1100	0
aishani	357	0
aishat	48	0
aishatu	5	0
aishe	5	0
aishi	60	0
aishia	403	0
aishini	10	0
aishleen	13	0
aishlin	5	0
aishling	33	0
aishlyn	5	0
aishvi	9	0
aishwarya	741	0
aisia	83	0
aisja	5	0
aisla	20	0
aislee	81	0
aisleen	41	0
aisleigh	19	0
aisley	679	0
aislin	993	0
aisling	1207	0
aislinn	3595	0
aislyn	1394	0
aislynn	1812	0
aislynne	36	0
aison	0	87
aisosa	37	0
aissa	606	0
aissata	372	0
aissatou	633	0
aisya	5	0
aitan	0	67
aitana	1203	0
aitanna	40	0
aithan	0	104
aithana	30	0
aithen	0	57
aitiana	27	0
aitlin	9	0
aitor	0	29
aitza	25	0
aiva	576	0
aivah	203	0
aivan	5	71
aiven	0	246
aivery	5	0
aivley	6	0
aivree	40	0
aivry	5	0
aivy	163	0
aixa	1006	0
aiya	339	0
aiyah	110	0
aiyahna	28	0
aiyan	0	11
aiyana	7733	0
aiyanah	305	0
aiyani	6	0
aiyanna	3651	0
aiyannah	138	0
aiydan	0	31
aiyden	0	555
aiyla	170	0
aiylah	17	0
aiyona	58	0
aiyonna	222	0
aiysha	148	0
aiza	929	0
aizah	311	0
aizayah	0	11
aizeah	0	11
aizel	0	5
aizen	0	534
aizha	7	0
aizik	0	230
aizlee	38	0
aizleigh	5	0
aizley	48	0
aizlyn	154	0
aizlynn	168	0
aizza	60	0
aj	31	1783
aja	7680	84
ajacia	5	0
ajada	53	0
ajaden	0	6
ajae	30	11
ajah	1318	0
ajahn	0	6
ajahnae	111	0
ajahnay	5	0
ajahni	0	72
ajai	169	182
ajak	0	16
ajala	22	0
ajalae	13	0
ajalon	12	7
ajamu	0	116
ajan	0	36
ajana	41	0
ajanae	766	0
ajanai	24	0
ajanay	136	0
ajane	99	0
ajanea	12	0
ajanee	116	0
ajang	0	5
ajani	177	1628
ajanique	28	0
ajasia	10	0
ajavian	0	12
ajavion	0	20
ajax	0	186
ajay	5	3840
ajaya	142	0
ajayah	5	0
ajayceon	0	8
ajaycia	8	0
ajayden	0	10
ajaye	0	5
ajayla	205	0
ajaylah	25	0
ajaysia	43	0
ajdin	0	279
aje	6	0
ajea	12	0
ajee	301	35
ajeenah	79	0
ajeet	0	48
ajena	6	0
ajenae	8	0
ajene	59	89
ajeya	15	0
ajha	27	0
ajhane	5	0
ajhani	0	5
aji	7	0
ajia	605	0
ajiah	67	0
ajiana	17	0
ajianna	11	0
ajit	0	250
ajita	11	0
ajitesh	0	10
ajith	0	34
ajiya	5	0
ajiyah	16	0
ajla	567	0
ajmal	0	63
ajna	66	0
ajon	0	39
ajoni	0	10
ajooni	49	0
ajournee	18	0
ajsa	15	0
ajsha	5	0
ajua	5	0
ajuni	16	0
ajwa	75	0
ajwan	5	0
akaash	0	123
akachi	0	10
akachukwu	0	10
akacia	144	0
akaden	0	6
akadia	9	0
akadian	0	5
akaela	6	0
akai	39	366
akaia	39	0
akaila	71	0
akailah	25	0
akain	0	5
akaisha	63	0
akaiya	83	0
akaiyah	12	0
akaja	5	0
akala	34	0
akali	5	0
akam	0	5
akane	265	0
akanksha	162	0
akanni	0	11
akansha	55	0
akara	21	0
akari	479	207
akaria	18	0
akarsh	0	35
akash	0	2051
akasha	1155	0
akashdeep	0	65
akashia	19	0
akasia	88	0
akaya	106	0
akaycia	5	0
akayden	0	5
akayla	1254	0
akaylah	165	0
akaylia	29	0
akaysha	132	0
akaysia	5	0
akbar	0	499
akea	43	0
akeam	0	5
akeara	6	0
akeba	26	0
akebia	7	0
akeda	7	0
akeel	0	88
akeela	172	0
akeelah	1299	0
akeem	0	5662
akeema	113	0
akeen	0	231
akeena	29	0
akeera	20	0
akeesha	11	0
akeeyla	7	0
akeia	183	0
akeiba	60	0
akeil	0	30
akeila	176	0
akeilah	29	0
akeim	0	50
akeira	245	0
akeisha	257	0
akeiya	5	0
akela	551	5
akelah	54	0
akelia	63	0
akem	0	5
akemi	706	5
akemy	16	0
aken	0	10
akena	10	0
akendra	5	0
akenya	10	0
akenzie	6	0
aker	0	5
akera	252	5
akerah	29	0
akeria	295	0
akeriah	5	0
akerra	7	0
akerria	10	0
akesha	133	0
akeshia	48	0
aketzali	6	0
aketzalli	5	0
aketzaly	15	0
akevia	25	0
akeya	212	0
akeyah	13	0
akeyia	17	0
akeyla	314	0
akeylah	135	0
akeyra	5	0
akhari	0	11
akheem	0	44
akhenaton	0	10
akhi	0	12
akhia	56	0
akhil	0	1573
akhila	216	0
akhilesh	0	132
akhilles	0	13
akhilleus	0	17
akhir	0	16
akhira	6	0
akhirah	10	0
akhiya	5	0
aki	212	268
akia	1521	94
akiah	133	0
akiana	6	0
akiba	87	5
akida	15	42
akie	11	5
akieba	6	0
akiel	0	79
akiela	16	0
akiem	0	76
akiera	224	0
akierra	8	0
akiesha	18	0
akif	0	104
akihiro	0	32
akiko	707	0
akil	0	1869
akila	606	0
akilah	2815	0
akilan	0	32
akiles	0	44
akilesh	0	5
akili	234	399
akilia	5	0
akilles	0	44
akillian	0	5
akim	0	579
akima	73	0
akimi	10	0
akin	0	276
akina	437	0
aking	0	141
akinola	0	15
akintunde	0	27
akio	0	359
akir	0	58
akira	5756	1628
akirah	418	0
akire	70	0
akiria	39	0
akiro	0	6
akirra	71	0
akisha	373	0
akishia	6	0
akita	152	0
akito	0	62
akiva	119	1790
akiya	476	0
akiyah	396	0
akiylah	5	0
akiyra	5	0
akmal	0	11
ako	5	22
akol	0	6
akon	16	61
akoni	0	120
akorede	0	5
akos	0	5
akosha	5	0
akosita	5	0
akosua	302	0
akoya	5	0
akram	0	862
akria	5	0
akrish	0	6
akriti	27	0
aksa	16	0
aksana	7	0
aksel	0	1195
aksh	0	70
aksha	13	0
akshada	5	0
akshadha	29	0
akshaj	0	491
akshan	0	5
akshar	0	396
akshara	1080	0
akshat	0	329
akshata	23	0
akshath	0	122
akshay	0	1584
akshaya	446	0
akshit	0	20
akshita	268	0
akshith	0	55
akshitha	81	0
aksil	0	12
akua	485	0
akul	0	203
akur	5	0
akura	11	0
akwasi	0	30
akwete	6	0
akxel	0	25
akya	111	0
akyah	106	0
akyia	81	0
akyiah	6	0
akyla	201	0
akylah	153	0
akyra	566	0
akyrah	44	0
akyria	6	0
akyrie	0	6
akzel	0	29
al	255	16946
ala	645	142
alaa	1052	398
alaan	0	18
alaana	10	0
alabama	242	0
alac	0	10
alacia	474	0
alacyia	5	0
aladdin	0	144
aladin	0	6
aladino	0	31
aladrian	5	0
alae	11	0
alaejah	16	0
alaena	222	0
alaetra	28	0
alaeya	5	0
alaeyah	33	0
alafia	5	0
alagie	0	6
alah	5	0
alahia	47	0
alahna	840	0
alahni	162	0
alahnna	20	0
alai	12	6
alaia	1450	0
alaiah	256	0
alaida	5	0
alaiha	5	0
alaiia	20	0
alaiiah	5	0
alaija	207	0
alaijah	585	5
alaijha	39	0
alaila	347	0
alailah	68	0
alain	6	3533
alaina	37174	6
alainah	391	0
alaine	1335	0
alainey	16	0
alaini	19	0
alainie	13	0
alainna	635	0
alainnah	26	0
alair	10	0
alaira	139	0
alaire	41	0
alaisa	96	0
alaisha	520	0
alaisia	44	0
alaiya	609	0
alaiyah	747	0
alaiyna	49	0
alaiza	173	0
alaizah	21	0
alaizha	5	0
alaja	165	0
alajah	611	0
alajandro	0	7
alajha	29	0
alajhia	5	0
alajia	67	0
alajiah	86	0
alajuwon	0	13
alakai	0	225
alakay	0	13
alaki	0	22
alala	15	0
alalah	5	0
alam	0	237
alama	5	0
alamae	15	0
alamar	16	0
alamea	50	0
alameda	31	0
alameen	0	28
alamin	0	124
alan	1067	344225
alana	53961	31
alanah	3286	0
alancia	9	0
aland	0	83
alanda	730	0
alander	0	5
alandis	0	54
alando	0	232
alandra	897	0
alandre	0	18
alandrea	47	0
alandria	453	0
alandus	0	16
alane	1654	0
alanea	108	0
alanee	72	0
alaney	74	0
alani	6268	50
alania	528	0
alanie	544	0
alanii	65	0
alanis	2506	0
alaniz	44	0
alanmichael	0	221
alann	0	70
alanna	20807	7
alannah	5501	0
alanni	287	0
alannie	79	0
alannis	197	0
alanny	89	0
alannys	22	0
alano	0	108
alanood	8	0
alanoud	21	0
alanson	0	185
alanta	82	0
alantae	0	10
alante	101	462
alantis	147	0
alantra	64	0
alany	383	0
alanya	143	0
alanys	266	0
alanzo	0	356
alara	672	0
alarah	7	0
alaria	71	0
alaric	0	1884
alarice	16	0
alarick	0	28
alarie	13	0
alarik	0	93
alaris	12	0
alasdair	0	294
alasha	289	0
alashia	246	0
alasia	1443	0
alasiah	26	0
alaska	561	0
alassandra	28	0
alassane	0	109
alastair	0	863
alastar	0	10
alaster	0	57
alastor	0	46
alathea	42	0
alauna	693	0
alaunah	10	0
alaundra	10	0
alauni	33	0
alaunna	11	0
alaura	1397	0
alaurah	5	0
alawna	74	0
alax	0	18
alaxander	0	20
alaxandra	21	0
alaxandria	10	0
alaxis	5	0
alay	0	6
alaya	4321	0
alayah	4838	0
alayana	12	0
alayasia	107	0
alaycia	181	0
alayda	5	0
alaye	5	11
alayha	155	0
alayia	350	0
alayiah	377	0
alayja	319	0
alayjah	628	0
alayjha	17	0
alayjia	6	0
alayjiah	6	0
alayla	1017	0
alaylah	200	0
alayn	0	11
alayna	24949	5
alaynah	733	0
alayne	1051	0
alaynia	5	0
alaynie	10	0
alaynna	539	0
alaynnah	6	0
alaysa	48	0
alaysha	1480	0
alayshia	592	0
alaysia	4187	0
alaysiah	83	0
alayssa	90	0
alaythia	22	0
alayza	183	0
alayzah	10	0
alayzha	68	0
alayzhia	7	0
alayzia	279	0
alayziah	96	0
alaz	0	5
alaza	21	0
alazae	267	0
alazah	7	0
alazar	0	121
alazay	262	0
alazaya	10	0
alaze	84	0
alazea	15	0
alazhia	5	0
alazia	222	0
alaziah	29	0
alazne	81	0
alba	5873	108
alban	0	915
albana	76	0
albani	16	0
albanie	20	0
albano	0	5
albany	606	5
albara	0	13
albaraa	0	66
albaro	0	667
albatros	0	1
albee	5	0
albeiro	0	92
alben	0	204
albena	397	0
alber	0	20
alberdia	12	0
alberico	0	6
albert	2560	486845
alberta	70280	399
alberteen	56	0
alberth	0	57
albertha	5145	0
albertia	204	0
albertico	0	5
albertie	10	0
albertina	1636	0
albertine	2196	0
albertis	0	6
albertjames	0	5
alberto	447	59363
albertus	0	421
albesa	15	0
albi	0	98
albia	6	0
albie	119	113
albieri	0	12
albieris	0	5
albiery	0	8
albin	0	4339
albina	4942	0
albino	0	1665
albion	0	656
albiona	10	0
albirda	108	0
albirdia	16	0
albirta	190	0
albirtha	76	0
albon	0	29
alborz	0	5
albrecht	0	1
albree	43	0
albrey	13	0
albria	5	0
alburn	0	10
albus	0	8
alby	15	38
alcaria	6	0
alcario	0	99
alcee	0	182
alchemy	15	0
alcia	23	0
alcibiades	0	5
alcide	0	982
alcides	0	453
alcie	348	10
alcina	5	0
alcindor	0	33
alcine	5	0
alco	0	5
alcuin	0	48
alcus	0	74
alcy	5	0
alda	4951	10
aldah	5	0
aldahir	0	226
aldair	0	1203
aldan	0	171
aldana	33	0
aldayr	0	5
aldayshein	0	6
aldea	259	0
aldean	400	185
aldeen	61	0
aldemar	0	5
alden	754	14329
aldena	288	0
aldene	347	5
alder	31	428
alderic	0	17
aldhair	0	7
aldia	23	0
aldie	11	21
aldijana	10	0
aldin	0	585
aldina	255	0
aldine	804	158
aldis	0	24
aldo	15	15354
aldolfo	0	18
aldon	0	1477
aldona	925	0
aldonia	189	0
aldonna	5	0
aldor	0	54
aldora	504	0
aldoris	5	0
aldous	0	77
aldred	0	64
aldren	0	21
aldrena	10	0
aldric	0	408
aldrich	0	529
aldrick	0	216
aldridge	0	78
aldrik	0	11
aldrin	0	427
aldrina	5	0
alduin	0	5
aldus	0	50
aldwin	0	129
aldyn	31	67
aldyth	19	0
ale	5	8
alea	3549	0
aleacia	32	0
aleah	12384	0
aleaha	741	0
aleahya	21	0
alean	1098	0
aleana	731	0
aleanah	18	0
aleander	0	14
aleandra	5	0
aleane	92	0
aleanna	114	0
aleara	12	0
aleasa	23	0
alease	1828	0
aleasha	968	0
aleashia	25	0
aleasia	38	0
aleata	17	0
aleatha	790	0
aleathea	83	0
aleathia	68	0
aleatra	5	0
aleaya	112	0
aleayah	112	0
alec	337	51521
aleca	5	0
alecander	0	5
aleccia	6	0
alece	84	0
alecea	124	0
aleceia	5	0
alecha	11	0
alechia	82	0
alecia	11840	0
aleciram	10	0
aleck	0	1118
alecsa	11	0
alecsander	0	240
alecsandra	16	0
alecsis	5	0
alectra	20	0
alecxa	18	0
alecxander	0	143
alecxia	5	0
alecxis	0	75
aleczander	0	1059
aleczandria	12	0
aleda	1029	0
aledra	5	0
alee	456	63
aleea	548	0
aleeah	1182	0
aleeana	5	0
aleece	616	0
aleecia	624	0
aleecya	5	0
aleeha	80	0
aleeka	5	0
aleela	6	0
aleem	0	443
aleema	21	0
aleemah	25	0
aleen	2152	0
aleena	8253	0
aleenah	252	0
aleene	795	0
aleera	83	0
aleesa	675	0
aleese	240	0
aleesha	1868	0
aleeshia	6	0
aleesia	379	0
aleeta	89	0
aleeya	1028	0
aleeyah	1145	0
aleeza	965	0
aleezah	23	0
aleezay	15	0
alegacy	5	0
alegandra	160	0
alegandro	0	444
alegend	0	5
alegna	41	0
alegra	341	0
alegria	187	0
aleha	22	0
alei	5	0
aleia	1427	0
aleiah	454	0
aleicia	91	0
aleida	1543	0
aleidy	28	0
aleigh	575	0
aleigha	3968	0
aleighana	12	0
aleighanna	5	0
aleighia	29	0
aleighna	71	0
aleighsha	11	0
aleighya	60	0
aleiha	5	0
aleijah	59	0
aleila	68	0
aleily	5	0
aleina	524	0
aleinah	8	0
aleine	32	0
aleira	49	0
aleisa	363	0
aleise	39	0
aleisha	2849	0
aleishia	10	0
aleister	0	227
aleita	23	0
aleitha	6	0
aleix	0	17
aleiya	259	0
aleiyah	358	0
aleiza	33	0
aleja	152	0
alejadro	0	5
alejah	114	0
alejando	0	30
alejandr	0	8
alejandra	49016	525
alejandria	101	0
alejandrina	1272	0
alejandro	846	129343
alejo	0	785
alejondro	0	6
alejos	0	92
alek	68	3692
aleka	211	0
alekai	0	38
alekay	0	5
alekhya	145	0
aleki	0	23
alekos	0	5
aleks	0	369
aleksa	521	57
aleksah	5	0
aleksandar	0	1184
aleksander	0	2937
aleksandr	0	1242
aleksandra	2560	0
aleksandre	0	5
aleksandria	29	0
aleksandrs	0	5
aleksei	12	341
aleksey	10	423
aleksi	28	67
aleksia	206	0
aleksis	68	5
aleksy	0	48
alektra	20	0
alekxa	6	0
alekxander	0	83
alekya	6	0
alekza	17	0
alekzander	0	869
alekzandr	0	22
alekzandra	5	0
alela	5	0
aleli	112	0
alelia	11	0
alely	11	0
alem	0	178
alema	5	21
alen	0	2009
alena	12474	0
alenah	138	0
alencia	106	0
alenda	55	0
alene	8668	5
aleni	130	0
alenia	37	0
alenis	20	0
alenka	16	0
alenna	362	0
alennah	6	0
aleny	38	0
aleona	5	0
aleph	5	51
aleq	0	5
alera	237	0
alerah	5	0
aleria	173	0
aleric	0	160
alero	5	0
aleron	0	10
ales	0	7
alesa	916	0
alesana	186	0
alesander	0	22
alesandra	802	0
alesandro	0	310
alescia	51	0
alese	523	0
alesea	12	0
alesha	7358	6
aleshanee	45	0
aleshea	44	0
aleshia	2825	0
aleshka	86	0
alesi	62	0
alesia	7281	0
alesiram	13	0
aleska	26	0
alessa	1759	0
alessand	0	5
alessander	0	71
alessandra	17086	0
alessandria	150	0
alessandro	0	7555
alessi	20	0
alessia	3247	0
alessio	0	925
alesso	0	29
alessondra	12	0
alessya	6	0
alesya	48	0
aleta	6360	0
aletha	6901	0
alethea	4418	0
aletheia	441	0
alethia	2395	0
aletia	55	0
aletra	11	0
aletris	6	0
aletse	33	0
aletta	918	0
alette	60	0
aletza	12	0
alevia	33	0
alex	8580	267313
alexa	118868	255
alexader	0	25
alexadra	11	0
alexah	507	0
alexamarie	34	0
alexan	0	18
alexana	23	0
alexand	0	5
alexanda	22	0
alexandar	0	647
alexande	0	314
alexander	4402	648477
alexandera	351	0
alexanderia	739	0
alexanderjames	0	83
alexandia	17	0
alexandira	5	0
alexandor	0	16
alexandr	301	415
alexandra	228759	859
alexandrah	6	0
alexandre	145	4606
alexandrea	8369	0
alexandreia	5	0
alexandrer	0	7
alexandrew	0	49
alexandria	96187	230
alexandriah	21	0
alexandrina	246	0
alexandrine	26	0
alexandro	0	6398
alexandros	0	1419
alexandru	0	495
alexandrya	354	0
alexaner	0	28
alexann	5	0
alexanna	27	0
alexanndra	7	0
alexanne	32	0
alexanra	5	0
alexarae	97	0
alexaray	5	0
alexas	786	0
alexaundra	10	0
alexaundrea	6	0
alexaundria	57	0
alexavia	5	0
alexavier	0	1852
alexavior	0	7
alexcia	1499	0
alexcis	215	11
alexcya	8	0
alexe	15	0
alexea	213	0
alexee	87	0
alexei	106	992
alexeia	23	0
alexender	0	46
alexendra	13	0
alexendria	15	0
alexes	700	139
alexeus	5	0
alexey	19	374
alexeya	7	0
alexi	3879	1512
alexia	42398	44
alexiah	447	0
alexian	0	5
alexiana	375	0
alexianna	251	0
alexias	154	0
alexica	63	0
alexicia	22	0
alexie	1491	266
alexiea	47	0
alexiel	5	10
alexies	41	0
alexina	322	0
alexine	171	0
alexio	0	180
alexiona	10	0
alexionna	10	0
alexios	0	117
alexious	41	0
